W;B;E;S;Bewerkingstype;RE_FO_a_WBE [m3 aardgas];RE_FO_b_WBSE [m3 aardgas];FVrvKC_mean_SJV [m3 aardgas];FVrvKC sd_SJV [m3 aardgas];OP_mean [m2];Se (stdv residuals);Sse;t a/2;Count
3;6;1;A;3;5.601189067;346.8209397;1059.33491;431.7365;127.2076271;435.9324369;134138.8263;1.970110062;0
3;6;1;B;0;5.601189067;346.8209397;1059.33491;431.7365;127.2076271;435.9324369;134138.8263;1.970110062;236
3;6;1;C;0;5.601189067;286.0724664;939.5994378;371.9650359;116.6764706;438.2870273;29218.88235;1.996008354;68
3;6;1;D;2;5.601189067;286.0724664;939.5994378;371.9650359;116.6764706;438.2870273;29218.88235;1.996008354;0
3;6;1;E;2;5.601189067;286.0724664;939.5994378;371.9650359;116.6764706;438.2870273;29218.88235;1.996008354;0
3;6;1;F;2;5.601189067;286.0724664;939.5994378;371.9650359;116.6764706;438.2870273;29218.88235;1.996008354;0
3;6;1;G;2;5.601189067;286.0724664;939.5994378;371.9650359;116.6764706;438.2870273;29218.88235;1.996008354;0
3;6;2;A+;3;5.009165456;269.7002431;766.9294863;356.8824938;99.26388889;352.0723738;32189.97222;1.976692198;0
3;6;2;A;0;5.009165456;269.7002431;766.9294863;356.8824938;99.26388889;352.0723738;32189.97222;1.976692198;144
3;6;2;B;0;5.009165456;295.9094242;796.8205604;330.3612234;99.99892009;351.0289885;308954.9989;1.962531904;926
3;6;2;C;0;5.009165456;352.0202254;837.7788276;332.6361355;96.97395833;351.7612412;42580.86979;1.97246199;192
3;6;2;D;2;5.009165456;352.0202254;837.7788276;332.6361355;96.97395833;351.7612412;42580.86979;1.97246199;0
3;6;2;E;2;5.009165456;352.0202254;837.7788276;332.6361355;96.97395833;351.7612412;42580.86979;1.97246199;0
3;6;2;F;2;5.009165456;352.0202254;837.7788276;332.6361355;96.97395833;351.7612412;42580.86979;1.97246199;0
3;6;2;G;2;5.009165456;352.0202254;837.7788276;332.6361355;96.97395833;351.7612412;42580.86979;1.97246199;0
3;7;0;A+;3;5.587674652;185.0540375;1018.715806;427.3873374;149.1965478;415.4914278;5549392.148;1.960510237;0
3;7;0;A;0;5.587674652;185.0540375;1018.715806;427.3873374;149.1965478;415.4914278;5549392.148;1.960510237;4345
3;7;0;B;0;5.587674652;236.2420507;1036.003445;430.3445544;143.1295564;415.4892321;5248053.562;1.960485155;4554
3;7;0;C;2;5.587674652;236.2420507;1036.003445;430.3445544;143.1295564;415.4892321;5248053.562;1.960485155;0
3;7;0;D;2;5.587674652;236.2420507;1036.003445;430.3445544;143.1295564;415.4892321;5248053.562;1.960485155;0
3;7;0;E;2;5.587674652;236.2420507;1036.003445;430.3445544;143.1295564;415.4892321;5248053.562;1.960485155;0
3;7;0;F;2;5.587674652;236.2420507;1036.003445;430.3445544;143.1295564;415.4892321;5248053.562;1.960485155;0
3;7;0;G;2;5.587674652;236.2420507;1036.003445;430.3445544;143.1295564;415.4892321;5248053.562;1.960485155;0
3;7;1;A+;3;6.046065115;132.260994;949.2708585;394.9182801;135.1308411;389.9213984;189228.3364;1.971163885;0
3;7;1;A;0;6.046065115;132.260994;949.2708585;394.9182801;135.1308411;389.9213984;189228.3364;1.971163885;214
3;7;1;B;0;6.046065115;186.7518885;999.8356824;415.2434437;134.4814815;389.912844;246603.9259;1.971059122;216
3;7;1;C;2;6.046065115;186.7518885;999.8356824;415.2434437;134.4814815;389.912844;246603.9259;1.971059122;0
3;7;1;D;2;6.046065115;186.7518885;999.8356824;415.2434437;134.4814815;389.912844;246603.9259;1.971059122;0
3;7;1;E;2;6.046065115;186.7518885;999.8356824;415.2434437;134.4814815;389.912844;246603.9259;1.971059122;0
3;7;1;F;2;6.046065115;186.7518885;999.8356824;415.2434437;134.4814815;389.912844;246603.9259;1.971059122;0
3;7;1;G;2;6.046065115;186.7518885;999.8356824;415.2434437;134.4814815;389.912844;246603.9259;1.971059122;0
3;7;2;A+;3;4.007326106;332.2254726;788.5551652;341.5627393;113.8738602;345.4098466;330290.5304;1.963581295;0
3;7;2;A;0;4.007326106;332.2254726;788.5551652;341.5627393;113.8738602;345.4098466;330290.5304;1.963581295;658
3;7;2;B;0;4.007326106;376.4376431;814.6464322;310.4332402;109.3519164;345.4484476;193018.9129;1.964112684;574
3;7;2;C;2;4.007326106;376.4376431;814.6464322;310.4332402;109.3519164;345.4484476;193018.9129;1.964112684;0
3;7;2;D;2;4.007326106;376.4376431;814.6464322;310.4332402;109.3519164;345.4484476;193018.9129;1.964112684;0
3;7;2;E;2;4.007326106;376.4376431;814.6464322;310.4332402;109.3519164;345.4484476;193018.9129;1.964112684;0
3;7;2;F;2;4.007326106;376.4376431;814.6464322;310.4332402;109.3519164;345.4484476;193018.9129;1.964112684;0
3;7;2;G;2;4.007326106;376.4376431;814.6464322;310.4332402;109.3519164;345.4484476;193018.9129;1.964112684;0
3;8;0;A+;3;5.194271862;215.5482833;980.6644648;404.7382164;147.2999877;395.6990933;9647970.93;1.960254889;0
3;8;0;A;0;5.194271862;215.5482833;980.6644648;404.7382164;147.2999877;395.6990933;9647970.93;1.960254889;8157
3;8;0;B;0;5.194271862;211.5065311;934.3094386;419.2188771;139.1538462;397.6096862;76245.53846;1.983264145;104
3;8;0;C;2;5.194271862;211.5065311;934.3094386;419.2188771;139.1538462;397.6096862;76245.53846;1.983264145;0
3;8;0;D;2;5.194271862;211.5065311;934.3094386;419.2188771;139.1538462;397.6096862;76245.53846;1.983264145;0
3;8;0;E;2;5.194271862;211.5065311;934.3094386;419.2188771;139.1538462;397.6096862;76245.53846;1.983264145;0
3;8;0;F;2;5.194271862;211.5065311;934.3094386;419.2188771;139.1538462;397.6096862;76245.53846;1.983264145;0
3;8;0;G;2;5.194271862;211.5065311;934.3094386;419.2188771;139.1538462;397.6096862;76245.53846;1.983264145;0
3;8;1;A+;3;3.923344959;444.4282865;957.677089;380.9516279;130.8191882;394.841635;244706.1402;1.968789022;0
3;8;1;A;0;3.923344959;444.4282865;957.677089;380.9516279;130.8191882;394.841635;244706.1402;1.968789022;271
3;8;1;B;2;3.923344959;444.4282865;957.677089;380.9516279;130.8191882;394.841635;244706.1402;1.968789022;0
3;8;1;C;2;3.923344959;444.4282865;957.677089;380.9516279;130.8191882;394.841635;244706.1402;1.968789022;0
3;8;1;D;2;3.923344959;444.4282865;957.677089;380.9516279;130.8191882;394.841635;244706.1402;1.968789022;0
3;8;1;E;2;3.923344959;444.4282865;957.677089;380.9516279;130.8191882;394.841635;244706.1402;1.968789022;0
3;8;1;F;2;3.923344959;444.4282865;957.677089;380.9516279;130.8191882;394.841635;244706.1402;1.968789022;0
3;8;1;G;2;3.923344959;444.4282865;957.677089;380.9516279;130.8191882;394.841635;244706.1402;1.968789022;0
3;8;2;A+;3;3.252466289;426.1633577;817.2671318;337.3467549;120.2483713;360.1277742;657075.2467;1.961899252;0
3;8;2;A;0;3.252466289;426.1633577;817.2671318;337.3467549;120.2483713;360.1277742;657075.2467;1.961899252;1228
3;8;2;B;0;3.252466289;441.5111166;835.0329507;345.2561327;120.9918256;360.4737803;158416.9755;1.966466722;367
3;8;2;C;2;3.252466289;441.5111166;835.0329507;345.2561327;120.9918256;360.4737803;158416.9755;1.966466722;0
3;8;2;D;2;3.252466289;441.5111166;835.0329507;345.2561327;120.9918256;360.4737803;158416.9755;1.966466722;0
3;8;2;E;2;3.252466289;441.5111166;835.0329507;345.2561327;120.9918256;360.4737803;158416.9755;1.966466722;0
3;8;2;F;2;3.252466289;441.5111166;835.0329507;345.2561327;120.9918256;360.4737803;158416.9755;1.966466722;0
3;8;2;G;2;3.252466289;441.5111166;835.0329507;345.2561327;120.9918256;360.4737803;158416.9755;1.966466722;0
3;9;0;A+;3;5.1549757;156.8611716;826.3975158;352.78553;129.8815713;347.6825285;3067343.444;1.96064965;0
3;9;0;A;0;5.1549757;156.8611716;826.3975158;352.78553;129.8815713;347.6825285;3067343.444;1.96064965;3462
3;9;0;B;4;5.1549757;162.2211868;834.3746386;372.010729;130.3892571;348.3929827;2460416.791;1.970434767;0
3;9;0;C;4;5.1549757;167.581202;842.3517614;391.235928;130.8969428;349.1034369;1853490.139;1.980219885;0
3;9;0;D;4;5.1549757;172.9412172;850.3288842;410.461127;131.4046285;349.8138912;1246563.486;1.990005002;0
3;9;0;E;4;5.1549757;178.3012324;858.306007;429.6863261;131.9123143;350.5243454;639636.8329;1.99979012;0
3;9;0;F;0;5.1549757;183.6612476;866.2831298;448.9115251;132.42;351.2347997;32710.18;2.009575237;50
3;9;0;G;2;5.1549757;183.6612476;866.2831298;448.9115251;132.42;351.2347997;32710.18;2.009575237;0
3;9;1;A+;3;2.81066577;481.9647625;820.3634636;342.950794;120.3980583;362.7101909;267910.0388;1.967696005;0
3;9;1;A;0;2.81066577;481.9647625;820.3634636;342.950794;120.3980583;362.7101909;267910.0388;1.967696005;309
3;9;1;B;2;2.81066577;481.9647625;820.3634636;342.950794;120.3980583;362.7101909;267910.0388;1.967696005;0
3;9;1;C;2;2.81066577;481.9647625;820.3634636;342.950794;120.3980583;362.7101909;267910.0388;1.967696005;0
3;9;1;D;2;2.81066577;481.9647625;820.3634636;342.950794;120.3980583;362.7101909;267910.0388;1.967696005;0
3;9;1;E;2;2.81066577;481.9647625;820.3634636;342.950794;120.3980583;362.7101909;267910.0388;1.967696005;0
3;9;1;F;2;2.81066577;481.9647625;820.3634636;342.950794;120.3980583;362.7101909;267910.0388;1.967696005;0
3;9;1;G;2;2.81066577;481.9647625;820.3634636;342.950794;120.3980583;362.7101909;267910.0388;1.967696005;0
3;9;2;A+;0;2.053960353;376.0711194;607.4608891;307.6419099;112.6554217;325.4815348;141203.7253;1.965710612;415
3;9;2;A;0;2.053960353;489.2042093;729.2321125;291.9503804;116.8610206;325.265026;362086.2106;1.962545878;921
3;9;2;B;2;2.053960353;489.2042093;729.2321125;291.9503804;116.8610206;325.265026;362086.2106;1.962545878;0
3;9;2;C;2;2.053960353;489.2042093;729.2321125;291.9503804;116.8610206;325.265026;362086.2106;1.962545878;0
3;9;2;D;2;2.053960353;489.2042093;729.2321125;291.9503804;116.8610206;325.265026;362086.2106;1.962545878;0
3;9;2;E;2;2.053960353;489.2042093;729.2321125;291.9503804;116.8610206;325.265026;362086.2106;1.962545878;0
3;9;2;F;2;2.053960353;489.2042093;729.2321125;291.9503804;116.8610206;325.265026;362086.2106;1.962545878;0
3;9;2;G;2;2.053960353;489.2042093;729.2321125;291.9503804;116.8610206;325.265026;362086.2106;1.962545878;0
3;10;0;A+;3;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;0;A;0;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;3407
3;10;0;B;2;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;0;C;2;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;0;D;2;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;0;E;2;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;0;F;2;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;0;G;2;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;1;A+;3;2.519710887;412.3607371;736.4303824;333.774991;128.6138211;353.5453426;242184.313;1.969693921;0
3;10;1;A;0;2.519710887;412.3607371;736.4303824;333.774991;128.6138211;353.5453426;242184.313;1.969693921;246
3;10;1;B;2;2.519710887;412.3607371;736.4303824;333.774991;128.6138211;353.5453426;242184.313;1.969693921;0
3;10;1;C;2;2.519710887;412.3607371;736.4303824;333.774991;128.6138211;353.5453426;242184.313;1.969693921;0
3;10;1;D;2;2.519710887;412.3607371;736.4303824;333.774991;128.6138211;353.5453426;242184.313;1.969693921;0
3;10;1;E;2;2.519710887;412.3607371;736.4303824;333.774991;128.6138211;353.5453426;242184.313;1.969693921;0
3;10;1;F;2;2.519710887;412.3607371;736.4303824;333.774991;128.6138211;353.5453426;242184.313;1.969693921;0
3;10;1;G;2;2.519710887;412.3607371;736.4303824;333.774991;128.6138211;353.5453426;242184.313;1.969693921;0
3;10;2;A+;5;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;2;A;5;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;2;B;5;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;2;C;5;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;2;D;5;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;2;E;5;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;2;F;5;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
3;10;2;G;5;4.679991672;151.2281431;779.4857748;338.4622718;134.2433226;338.7008532;2752951.286;1.960660726;0
4;0;0;A+;3;6.740367108;99.67250302;939.760966;538.2671457;124.6354167;529.9763896;811172.7188;1.968264113;0
4;0;0;A;0;6.740367108;99.67250302;939.760966;538.2671457;124.6354167;529.9763896;811172.7188;1.968264113;288
4;0;0;B;0;6.740367108;204.8886606;990.9743218;523.1717064;116.6235679;529.4864634;1373087.421;1.96386055;611
4;0;0;C;0;6.740367108;286.4008567;1051.142855;528.7441254;113.4570248;529.106954;10489643.06;1.960454345;4840
4;0;0;D;0;6.740367108;340.5770918;1141.39225;558.8909486;118.8088342;529.1001819;12872966.13;1.960393603;5524
4;0;0;E;0;6.740367108;392.5035573;1175.64523;588.2738194;116.1867981;529.076435;26894593.81;1.960180614;10953
4;0;0;F;0;6.740367108;424.5924247;1188.556322;600.8940825;113.3415859;529.070994;36014341.48;1.960131816;14137
4;0;0;G;0;6.740367108;467.6094811;1260.570384;645.745679;117.6435779;529.097535;16658811.22;1.960369861;5847
4;0;1;A+;3;6.127898235;237.3470954;861.0445778;501.6901312;101.78;640.3082983;95852.58;2.009575237;0
4;0;1;A;0;6.127898235;237.3470954;861.0445778;501.6901312;101.78;640.3082983;95852.58;2.009575237;50
4;0;1;B;0;6.127898235;311.5018669;1050.996819;557.7924973;120.6767677;636.9991894;292551.6566;1.984467455;99
4;0;1;C;0;6.127898235;451.306114;1059.363627;632.191637;99.22774327;634.3992924;748768.9482;1.964897881;483
4;0;1;D;0;6.127898235;442.6250468;1045.837014;600.0068759;98.43700787;634.3667772;1175034.984;1.964654021;508
4;0;1;E;0;6.127898235;589.7309083;1259.273183;715.7725401;109.261324;634.2945875;1566896.801;1.964112684;574
4;0;1;F;0;6.127898235;636.1104548;1307.630237;650.462281;109.5840297;634.0355548;2562843.645;1.962171137;1077
4;0;1;G;0;6.127898235;588.0895619;1242.32394;640.0434848;106.7632576;634.0414249;2346358.814;1.962215121;1056
4;0;2;A+;3;5.450988978;294.4427567;717.1930869;304.6255839;77.55479452;474.2711727;49080.12329;1.968149554;0
4;0;2;A;0;5.450988978;294.4427567;717.1930869;304.6255839;77.55479452;474.2711727;49080.12329;1.968149554;292
4;0;2;B;0;5.450988978;353.6691814;790.5933932;408.4192502;80.1550349;473.5736854;832974.7841;1.961147865;2006
4;0;2;C;0;5.450988978;403.9776904;867.6134435;423.6070598;85.05534591;473.5549023;942652.6943;1.960959562;2385
4;0;2;D;0;5.450988978;463.3264048;921.8202546;420.2174438;84.1120486;473.5355143;1144736.8;1.960765208;2963
4;0;2;E;0;5.450988978;533.0416853;1021.735567;468.7022148;89.65233351;473.5798227;1178484.497;1.961209395;1907
4;0;2;F;0;5.450988978;525.0961138;994.5495823;495.4289066;86.12262295;473.6109821;870628.0695;1.961521809;1525
4;0;2;G;0;5.450988978;574.8445491;1041.232441;530.315264;85.56023392;473.7330149;569524.648;1.962745694;855
4;1;0;A+;3;7.160333334;92.37485712;940.8156659;520.2762033;118.4918033;517.6003572;272292.4918;1.979763763;0
4;1;0;A;0;7.160333334;92.37485712;940.8156659;520.2762033;118.4918033;517.6003572;272292.4918;1.979763763;122
4;1;0;B;0;7.160333334;161.1982647;992.1455619;491.3295149;116.0486891;516.42872;359512.367;1.968922324;267
4;1;0;C;0;7.160333334;228.4749387;1076.873241;503.1090045;118.4858668;515.5380647;3849639.364;1.960709557;3184
4;1;0;D;0;7.160333334;293.2177169;1130.051425;512.0808351;116.8707753;515.5140287;6158163.404;1.960488265;4527
4;1;0;E;0;7.160333334;351.3021398;1183.861639;511.5421608;116.2738465;515.4837436;10837766.13;1.960209464;9666
4;1;0;F;0;7.160333334;409.6670235;1232.757827;559.7486706;114.9514645;515.484333;13849742.72;1.960214891;9457
4;1;0;G;0;7.160333334;447.6178378;1310.98582;622.771157;120.576507;515.5367872;5897701.815;1.960697795;3235
4;1;1;A+;3;6.880485671;587.4328445;1323.411574;767.7927433;106.9661017;634.6165647;196057.8644;1.980447599;0
4;1;1;A;3;6.880485671;587.4328445;1323.411574;767.7927433;106.9661017;634.6165647;196057.8644;1.980447599;0
4;1;1;B;3;6.880485671;587.4328445;1323.411574;767.7927433;106.9661017;634.6165647;196057.8644;1.980447599;0
4;1;1;C;0;6.880485671;587.4328445;1323.411574;767.7927433;106.9661017;634.6165647;196057.8644;1.980447599;118
4;1;1;D;0;6.880485671;456.4902825;1219.128185;591.9281548;110.840708;633.3076257;329802.2655;1.97056339;226
4;1;1;E;0;6.880485671;574.9239889;1332.744637;628.2842714;110.1405751;632.9138072;374867.8147;1.967596497;313
4;1;1;F;0;6.880485671;643.2757974;1382.063921;638.1027493;107.374415;632.3929584;696366.1404;1.963677559;641
4;1;1;G;0;6.880485671;556.3738638;1350.34183;597.7128202;115.3941748;632.5142941;678602.9825;1.96459;515
4;1;2;A+;3;4.64701288;225.2172336;615.6972173;328.0342592;84.02816901;472.3550358;24175.88732;1.976931489;0
4;1;2;A;0;4.64701288;225.2172336;615.6972173;328.0342592;84.02816901;472.3550358;24175.88732;1.976931489;142
4;1;2;B;0;4.64701288;448.6476817;841.1979802;381.1469557;84.47368421;471.0911837;128646.1053;1.96414191;570
4;1;2;C;0;4.64701288;493.0579969;868.1843582;386.8518787;80.72419228;470.8627455;273539.4673;1.961836618;1269
4;1;2;D;0;4.64701288;488.3867578;850.6281425;417.6094907;77.95144839;470.7731234;640579.2224;1.960932729;2451
4;1;2;E;0;4.64701288;585.2878245;952.9911804;463.3122211;79.12682091;470.8790015;351003.2305;1.9620006;1167
4;1;2;F;0;4.64701288;711.9730213;1088.793734;519.9088597;81.08880309;470.9806022;495334.8726;1.963025728;777
4;1;2;G;0;4.64701288;602.1059229;955.0562324;467.2528685;75.95208333;471.1691202;183483.8979;1.964928859;480
4;2;0;A+;3;6.893248397;38.70879872;800.6504448;464.5289586;110.5344828;492.3903191;273339.2931;1.973771337;0
4;2;0;A;0;6.893248397;38.70879872;800.6504448;464.5289586;110.5344828;492.3903191;273339.2931;1.973771337;174
4;2;0;B;0;6.893248397;195.4395313;917.7945196;455.840147;104.7916667;491.2666463;721398.5833;1.962879001;816
4;2;0;C;0;6.893248397;264.3308508;1011.410723;458.0023666;108.3784928;490.9948638;5952294.696;1.960251017;8267
4;2;0;D;0;6.893248397;337.402361;1061.574361;453.9700723;105.0552597;490.9777364;10338033.37;1.960085491;19526
4;2;0;E;0;6.893248397;417.5548617;1139.806094;503.1185468;104.7766149;490.9785459;11994946.57;1.960093314;18345
4;2;0;F;0;6.893248397;399.4872427;1128.57877;524.1925653;105.768933;491.0245841;3303688.331;1.960538272;4133
4;2;0;G;0;6.893248397;428.2487154;1135.186918;527.0094007;102.5551615;491.0619528;1790682.777;1.960899493;2538
4;2;1;A+;3;7.001439041;184.5418333;786.4433228;405.1790932;85.96825397;576.5983623;37121.93651;1.998971517;0
4;2;1;A;3;7.001439041;184.5418333;786.4433228;405.1790932;85.96825397;576.5983623;37121.93651;1.998971517;0
4;2;1;B;0;7.001439041;184.5418333;786.4433228;405.1790932;85.96825397;576.5983623;37121.93651;1.998971517;63
4;2;1;C;0;7.001439041;330.6958193;1030.909972;540.4591141;100.0100334;572.891508;268876.9699;1.967956506;299
4;2;1;D;0;7.001439041;438.3765328;1142.483926;542.5937827;100.5660964;572.3754218;348721.9409;1.963665969;643
4;2;1;E;0;7.001439041;494.0016821;1179.42556;547.5135431;97.89757128;572.232001;615557.0644;1.962474828;947
4;2;1;F;0;7.001439041;464.9301584;1166.543978;539.5118278;100.2099448;572.7232685;209408.0442;1.966557085;362
4;2;1;G;0;7.001439041;530.1044237;1208.456767;600.0370488;96.88755981;572.6164755;241739.7153;1.965669151;418
4;2;2;A+;0;4.087830993;213.5854515;652.7352953;412.0102513;107.4285714;469.0525971;13038.85714;1.99167261;77
4;2;2;A;0;4.087830993;347.9683145;733.865898;360.2564702;94.40155039;466.3186958;234718.9984;1.963654451;645
4;2;2;B;0;4.087830993;443.8016401;819.3355154;378.7142781;91.86629194;465.9962012;1343726.039;1.960368201;5871
4;2;2;C;0;4.087830993;539.6815817;909.954038;407.588196;90.57919882;465.9779155;2574500.731;1.960181988;10884
4;2;2;D;0;4.087830993;602.1712701;969.5174498;426.7634883;89.86334816;465.9785578;2458288.675;1.960188529;10567
4;2;2;E;0;4.087830993;668.9741003;1035.642884;458.6173037;89.6976378;465.9898689;1667445.411;1.960303715;6985
4;2;2;F;0;4.087830993;710.9804167;1078.975938;467.8936547;90.02219556;466.0264227;762556.3575;1.960675991;3334
4;2;2;G;0;4.087830993;738.7750032;1107.362;491.2542367;90.16688742;466.2658039;160374.9722;1.963115204;755
4;3;0;A+;3;6.773052286;118.074719;951.4901596;446.0712329;123.0487239;509.5202359;222397.9768;1.965496192;0
4;3;0;A;0;6.773052286;118.074719;951.4901596;446.0712329;123.0487239;509.5202359;222397.9768;1.965496192;431
4;3;0;B;0;6.773052286;184.5034766;1035.109249;467.2374045;125.5867718;508.9660378;3839056.367;1.960323975;6592
4;3;0;C;0;6.773052286;286.0643259;1103.302952;469.4364769;120.6603155;508.9327363;22379631.96;1.960013494;47918
4;3;0;D;0;6.773052286;342.8148052;1180.705191;537.2420368;123.7094223;508.9396971;12236300.98;1.960078389;20738
4;3;0;E;0;6.773052286;317.1533746;1133.862904;510.26028;120.5821976;508.9635595;3717823.408;1.960300868;7044
4;3;0;F;0;6.773052286;357.3164701;1175.412405;514.7806015;120.786892;509.0323916;1433448.823;1.960942721;2426
4;3;0;G;0;6.773052286;346.6841665;1152.422085;489.6553896;118.962306;509.4938448;356512.3592;1.965249665;451
4;3;1;A+;3;5.390621975;320.4488803;934.2050853;484.260914;113.8562874;565.6128422;119535.1018;1.967113445;0
4;3;1;A;3;5.390621975;320.4488803;934.2050853;484.260914;113.8562874;565.6128422;119535.1018;1.967113445;0
4;3;1;B;0;5.390621975;320.4488803;934.2050853;484.260914;113.8562874;565.6128422;119535.1018;1.967113445;334
4;3;1;C;0;5.390621975;532.9273482;1137.338946;551.5984289;112.1227941;564.9708361;778024.4934;1.961711114;1360
4;3;1;D;0;5.390621975;576.5139628;1200.964205;529.0709604;115.8401099;564.9182391;834150.472;1.961269;1820
4;3;1;E;0;5.390621975;566.6798161;1202.4065;505.1373091;117.9319728;564.9377573;679108.517;1.961433056;1617
4;3;1;F;0;5.390621975;681.6435567;1346.241318;537.6301023;123.2877698;565.2724192;179483.9568;1.964247525;556
4;3;1;G;0;5.390621975;595.0053068;1231.353877;514.2891711;118.0473373;566.4513184;72073.6213;1.974185191;169
4;3;2;A+;0;3.585444669;181.7737713;607.4813;381.4663972;118.7321429;469.7208456;14085.96429;1.981566757;112
4;3;2;A;0;3.585444669;399.6124714;774.488039;371.8988374;104.5548327;467.8178392;189819.7649;1.962173193;1076
4;3;2;B;0;3.585444669;468.723702;850.2510081;380.2599967;106.4100387;467.6350307;1625426.163;1.960317432;6714
4;3;2;C;0;3.585444669;567.6129888;944.062517;412.4533073;104.9938189;467.6176125;3206594.487;1.960140679;13428
4;3;2;D;0;3.585444669;647.6929784;1029.675215;448.0042254;106.5369213;467.6178;3599603.14;1.960142582;13285
4;3;2;E;0;3.585444669;680.2789986;1061.32064;454.7454652;106.2745841;467.6494484;1325253.942;1.960463746;4749
4;3;2;F;0;3.585444669;751.6621549;1130.097303;487.7902304;105.547619;467.8426672;306523.3095;1.96242533;966
4;3;2;G;0;3.585444669;753.7080721;1120.263767;549.2193479;102.234375;469.4520881;52384.96875;1.978819535;128
4;4;0;A+;3;8.267558554;-81.00718281;941.5750293;477.8060009;123.6861167;451.3073604;779660.0684;1.962355844;0
4;4;0;A;0;8.267558554;-81.00718281;941.5750293;477.8060009;123.6861167;451.3073604;779660.0684;1.962355844;994
4;4;0;B;0;8.267558554;-43.49602158;942.9627446;437.1149593;119.3168164;451.092051;11042891.09;1.960090123;18809
4;4;0;C;0;8.267558554;-9.739022692;976.3749786;458.4946926;119.2751155;451.0821636;60807255.6;1.959986124;107155
4;4;0;D;0;8.267558554;30.73149522;1016.197601;485.7110654;119.1967494;451.096876;7965751.778;1.960140877;13413
4;4;0;E;0;8.267558554;81.74477668;1072.53201;492.0618205;119.8403649;451.2087733;1066041.302;1.961318167;1754
4;4;0;F;0;8.267558554;124.29027;1089.533333;503.0963089;116.7506775;451.6941912;247039.0623;1.966431267;369
4;4;0;G;0;8.267558554;162.7571712;1162.50384;568.3499179;120.9240506;453.9997013;89617.5443;1.990847069;79
4;4;1;A+;3;6.277770648;187.8825749;857.9191739;417.0013227;106.7316149;473.3131254;578090.9917;1.961765513;0
4;4;1;A;3;6.277770648;187.8825749;857.9191739;417.0013227;106.7316149;473.3131254;578090.9917;1.961765513;0
4;4;1;B;0;6.277770648;187.8825749;857.9191739;417.0013227;106.7316149;473.3131254;578090.9917;1.961765513;1319
4;4;1;C;0;6.277770648;246.5651903;958.0193413;454.7130779;113.3291085;473.1672318;2738536.43;1.960301924;7022
4;4;1;D;0;6.277770648;282.5949371;981.4168948;444.982464;111.3168984;473.2332986;766399.6924;1.960964601;2373
4;4;1;E;0;6.277770648;396.7599183;1113.915749;500.9855227;114.2373418;473.8863325;96813.19937;1.967523532;316
4;4;1;F;2;6.277770648;396.7599183;1113.915749;500.9855227;114.2373418;473.8863325;96813.19937;1.967523532;0
4;4;1;G;2;6.277770648;396.7599183;1113.915749;500.9855227;114.2373418;473.8863325;96813.19937;1.967523532;0
4;4;2;A+;3;5.254279252;238.2249728;772.8734995;416.9849599;101.7548747;438.4864469;177084.8579;1.963278089;0
4;4;2;A;0;5.254279252;238.2249728;772.8734995;416.9849599;101.7548747;438.4864469;177084.8579;1.963278089;718
4;4;2;B;0;5.254279252;260.5927949;759.3578153;366.4440137;94.92548769;438.2039207;2659250.916;1.960216924;9381
4;4;2;C;0;5.254279252;337.8300567;853.9317022;403.8318452;98.22501256;438.1874395;8089963.11;1.960038458;31856
4;4;2;D;0;5.254279252;407.8097164;949.5022402;443.7923928;103.0954957;438.2009968;2584140.212;1.960185262;10723
4;4;2;E;0;5.254279252;465.5703886;1006.990167;454.4535564;103.0435866;438.4539973;287161.4745;1.962926322;803
4;4;2;F;0;5.254279252;509.6456531;998.9771071;482.0035665;93.1300813;439.9874995;57993.9187;1.979599878;123
4;4;2;G;2;5.254279252;509.6456531;998.9771071;482.0035665;93.1300813;439.9874995;57993.9187;1.979599878;0
