W;B;E;S;Bewerkingstype;RE_FO_a_WBE [m3 aardgas];RE_FO_b_WBSE [m3 aardgas];FVrvKC_mean_SJV [m3 aardgas];FVrvKC sd_SJV [m3 aardgas];OP_mean [m2];Se (stdv residuals);Sse;t a/2;Count
5;3;2;A+;3;3.861449605;283.4121111;570.7803421;326.4160987;74.41978022;454.1763052;154544.822;1.965202973;0
5;3;2;A;0;3.861449605;283.4121111;570.7803421;326.4160987;74.41978022;454.1763052;154544.822;1.965202973;455
5;3;2;B;0;3.861449605;362.5797303;645.8935143;376.4778371;73.36979969;453.7924465;514103.7442;1.96118378;1947
5;3;2;C;0;3.861449605;439.7436107;730.0876832;407.5641238;75.19043421;453.725852;1316285.465;1.960487109;4537
5;3;2;D;0;3.861449605;479.1238577;771.1917534;418.2212418;75.6368529;453.7339952;1251856.421;1.960572289;3902
5;3;2;E;0;3.861449605;589.9914095;882.0688879;456.3541047;75.63933452;453.8107575;555092.0761;1.96137537;1683
5;3;2;F;0;3.861449605;683.2054731;975.0637207;487.4646122;75.5825603;454.0980558;179059.0761;1.964383179;539
5;3;2;G;0;3.861449605;552.3752504;840.4324955;414.5907945;74.59821429;455.7333327;35866.91964;1.981566757;112
5;4;0;A+;3;6.313784527;86.55224691;607.909181;430.0796112;82.57439446;444.4537285;369438.6505;1.968235174;0
5;4;0;A;0;6.313784527;86.55224691;607.909181;430.0796112;82.57439446;444.4537285;369438.6505;1.968235174;289
5;4;0;B;0;6.313784527;180.3489809;717.0106913;438.4926644;84.99842022;443.7691118;2349747.994;1.960901711;2532
5;4;0;C;0;6.313784527;206.3357533;734.8073333;448.4888928;83.70123779;443.7103473;6226145.938;1.960273163;7675
5;4;0;D;0;6.313784527;262.1752523;798.8607076;465.3459644;85.00218103;443.9238191;933517.9956;1.962557168;917
5;4;0;E;0;6.313784527;223.8202299;743.8656154;450.5835181;82.36666667;445.5574762;153441.8667;1.980099876;120
5;4;0;F;2;6.313784527;223.8202299;743.8656154;450.5835181;82.36666667;445.5574762;153441.8667;1.980099876;0
5;4;0;G;2;6.313784527;223.8202299;743.8656154;450.5835181;82.36666667;445.5574762;153441.8667;1.980099876;0
5;4;1;A+;3;5.274270469;128.3666742;523.5431015;440.0657587;74.92532468;433.8404916;608969.2825;1.967721288;0
5;4;1;A;0;5.274270469;128.3666742;523.5431015;440.0657587;74.92532468;433.8404916;608969.2825;1.967721288;308
5;4;1;B;0;5.274270469;252.0212312;639.8257193;395.6323503;73.52760736;433.2115388;1581068.638;1.960820768;2771
5;4;1;C;0;5.274270469;285.0453509;681.0268357;414.1155813;75.07796332;433.1555256;5123165.67;1.960207075;9761
5;4;1;D;0;5.274270469;353.2209193;740.0803477;432.4393586;73.34842432;433.2295331;1093537.487;1.961017948;2253
5;4;1;E;0;5.274270469;412.9381357;832.7231826;419.510587;79.59111111;434.1033994;126122.3822;1.970610961;225
5;4;1;F;0;5.274270469;441.341796;835.3376721;579.471781;74.70149254;436.4524126;88464.02985;1.996564419;67
5;4;1;G;2;5.274270469;441.341796;835.3376721;579.471781;74.70149254;436.4524126;88464.02985;1.996564419;0
5;4;2;A+;3;5.276310999;166.3363169;521.9192236;338.7588988;67.39233279;447.6231556;391026.2879;1.961902415;0
5;4;2;A;0;5.276310999;166.3363169;521.9192236;338.7588988;67.39233279;447.6231556;391026.2879;1.961902415;1226
5;4;2;B;0;5.276310999;247.3429621;596.1461219;384.9755288;66.10739204;447.4509628;6412031.361;1.960075832;21212
5;4;2;C;0;5.276310999;304.7619573;679.8577089;429.0718792;71.09053118;447.4464938;12368856.35;1.960028444;36805
5;4;2;D;0;5.276310999;369.8975564;759.2228676;446.0279646;73.78740777;447.4624277;4330395.588;1.960197411;10165
5;4;2;E;0;5.276310999;439.4219689;851.1859851;484.4047267;78.04013378;447.6903119;525548.5552;1.962615128;897
5;4;2;F;0;5.276310999;448.3446202;871.0946386;516.5025666;80.12227074;448.4248836;255330.5764;1.970423195;229
5;4;2;G;2;5.276310999;448.3446202;871.0946386;516.5025666;80.12227074;448.4248836;255330.5764;1.970423195;0
5;5;0;A+;3;6.467985744;106.0593421;727.8197373;430.1624412;96.12890625;412.6388533;438714.7461;1.96931057;0
5;5;0;A;0;6.467985744;106.0593421;727.8197373;430.1624412;96.12890625;412.6388533;438714.7461;1.96931057;256
5;5;0;B;0;6.467985744;98.46485087;711.9008755;416.0231027;94.84189498;411.9466114;1360625.205;1.961319715;1752
5;5;0;C;0;6.467985744;59.25968155;647.7671197;418.0380124;90.9877451;411.9974344;746652.8162;1.961905588;1224
5;5;0;D;2;6.467985744;59.25968155;647.7671197;418.0380124;90.9877451;411.9974344;746652.8162;1.961905588;0
5;5;0;E;2;6.467985744;59.25968155;647.7671197;418.0380124;90.9877451;411.9974344;746652.8162;1.961905588;0
5;5;0;F;2;6.467985744;59.25968155;647.7671197;418.0380124;90.9877451;411.9974344;746652.8162;1.961905588;0
5;5;0;G;2;6.467985744;59.25968155;647.7671197;418.0380124;90.9877451;411.9974344;746652.8162;1.961905588;0
5;5;1;A+;3;5.134941053;159.4994659;574.1629216;348.1032069;80.75330396;407.5656321;266226.185;1.970516243;0
5;5;1;A;0;5.134941053;159.4994659;574.1629216;348.1032069;80.75330396;407.5656321;266226.185;1.970516243;227
5;5;1;B;0;5.134941053;216.9220603;651.683555;395.455173;84.66728054;406.7878926;921525.6661;1.961422219;1629
5;5;1;C;0;5.134941053;172.913546;613.329063;405.2357683;85.76836862;406.7896841;723709.8331;1.961443131;1606
5;5;1;D;0;5.134941053;215.956003;608.3610333;287.5825988;76.41860465;407.8572523;89833.86047;1.973933954;172
5;5;1;E;2;5.134941053;215.956003;608.3610333;287.5825988;76.41860465;407.8572523;89833.86047;1.973933954;0
5;5;1;F;2;5.134941053;215.956003;608.3610333;287.5825988;76.41860465;407.8572523;89833.86047;1.973933954;0
5;5;1;G;2;5.134941053;215.956003;608.3610333;287.5825988;76.41860465;407.8572523;89833.86047;1.973933954;0
5;5;2;A+;3;4.862135778;223.8592959;550.7131824;333.9384736;67.22434368;382.1642297;185599.8234;1.962802273;0
5;5;2;A;0;4.862135778;223.8592959;550.7131824;333.9384736;67.22434368;382.1642297;185599.8234;1.962802273;838
5;5;2;B;0;4.862135778;225.2184483;583.7270366;353.1868359;73.73479573;381.9580362;1978321.008;1.960239388;8616
5;5;2;C;0;4.862135778;244.9176999;611.7594785;371.6665503;75.44869073;381.9809362;1108294.59;1.960523904;4239
5;5;2;D;0;4.862135778;281.798042;645.6047653;392.0687058;74.82446809;382.446136;135770.4149;1.966310161;376
5;5;2;E;2;4.862135778;281.798042;645.6047653;392.0687058;74.82446809;382.446136;135770.4149;1.966310161;0
5;5;2;F;2;4.862135778;281.798042;645.6047653;392.0687058;74.82446809;382.446136;135770.4149;1.966310161;0
5;5;2;G;2;4.862135778;281.798042;645.6047653;392.0687058;74.82446809;382.446136;135770.4149;1.966310161;0
5;6;0;A+;3;5.824623878;108.9622552;690.1792891;434.7561828;99.78619154;397.1579426;501539.4744;1.965273324;0
5;6;0;A;0;5.824623878;108.9622552;690.1792891;434.7561828;99.78619154;397.1579426;501539.4744;1.965273324;449
5;6;0;B;0;5.824623878;81.99018896;635.4919861;406.7283404;95.02790373;396.7836669;2797135.768;1.960792057;2867
5;6;0;C;0;5.824623878;59.14933304;584.3408411;386.6751098;90.16745442;396.8485314;1072496.471;1.96156816;1481
5;6;0;D;2;5.824623878;59.14933304;584.3408411;386.6751098;90.16745442;396.8485314;1072496.471;1.96156816;0
5;6;0;E;2;5.824623878;59.14933304;584.3408411;386.6751098;90.16745442;396.8485314;1072496.471;1.96156816;0
5;6;0;F;2;5.824623878;59.14933304;584.3408411;386.6751098;90.16745442;396.8485314;1072496.471;1.96156816;0
5;6;0;G;2;5.824623878;59.14933304;584.3408411;386.6751098;90.16745442;396.8485314;1072496.471;1.96156816;0
5;6;1;A+;3;4.772364768;239.4236884;653.3878452;421.7688289;86.74193548;383.9601435;332129.3548;1.967670885;0
5;6;1;A;0;4.772364768;239.4236884;653.3878452;421.7688289;86.74193548;383.9601435;332129.3548;1.967670885;310
5;6;1;B;0;4.772364768;197.1231797;615.8942375;373.6624553;87.74917219;383.4177361;1535573.998;1.960946776;2416
5;6;1;C;0;4.772364768;154.1452967;561.2958064;356.2476316;85.31420574;383.472638;677759.9216;1.961626624;1429
5;6;1;D;2;4.772364768;154.1452967;561.2958064;356.2476316;85.31420574;383.472638;677759.9216;1.961626624;0
5;6;1;E;2;4.772364768;154.1452967;561.2958064;356.2476316;85.31420574;383.472638;677759.9216;1.961626624;0
5;6;1;F;2;4.772364768;154.1452967;561.2958064;356.2476316;85.31420574;383.472638;677759.9216;1.961626624;0
5;6;1;G;2;4.772364768;154.1452967;561.2958064;356.2476316;85.31420574;383.472638;677759.9216;1.961626624;0
5;6;2;A+;3;4.395743427;183.8084227;505.5253599;301.1992706;73.18828829;359.7657548;368441.6477;1.96210539;0
5;6;2;A;0;4.395743427;183.8084227;505.5253599;301.1992706;73.18828829;359.7657548;368441.6477;1.96210539;1110
5;6;2;B;0;4.395743427;227.2304008;558.8193993;323.0137983;75.43411119;359.6343761;1408663.699;1.960371185;5828
5;6;2;C;0;4.395743427;246.6779893;588.4961753;374.5355844;77.76117775;359.6689157;619322.0938;1.960827002;2751
5;6;2;D;0;4.395743427;302.6350886;630.1737574;358.1660696;74.51269036;360.5243966;40087.21827;1.972141222;197
5;6;2;E;2;4.395743427;302.6350886;630.1737574;358.1660696;74.51269036;360.5243966;40087.21827;1.972141222;0
5;6;2;F;2;4.395743427;302.6350886;630.1737574;358.1660696;74.51269036;360.5243966;40087.21827;1.972141222;0
5;6;2;G;2;4.395743427;302.6350886;630.1737574;358.1660696;74.51269036;360.5243966;40087.21827;1.972141222;0
5;7;0;A+;3;5.114322169;86.39678628;663.1855785;441.5327262;112.7791276;399.9324283;2670479.651;1.961275494;0
5;7;0;A;0;5.114322169;86.39678628;663.1855785;441.5327262;112.7791276;399.9324283;2670479.651;1.961275494;1811
5;7;0;B;0;5.114322169;87.78581502;605.8498926;392.1745834;101.2967233;399.8623839;4965073.707;1.960444025;4944
5;7;0;C;0;5.114322169;43.79567587;527.050413;370.3515033;94.49047619;400.7818925;152490.481;1.971379462;210
5;7;0;D;2;5.114322169;43.79567587;527.050413;370.3515033;94.49047619;400.7818925;152490.481;1.971379462;0
5;7;0;E;2;5.114322169;43.79567587;527.050413;370.3515033;94.49047619;400.7818925;152490.481;1.971379462;0
5;7;0;F;2;5.114322169;43.79567587;527.050413;370.3515033;94.49047619;400.7818925;152490.481;1.971379462;0
5;7;0;G;2;5.114322169;43.79567587;527.050413;370.3515033;94.49047619;400.7818925;152490.481;1.971379462;0
5;7;1;A+;3;4.559445061;141.6978308;620.3481348;402.5412802;104.9799477;397.6735869;1551178.539;1.96203618;0
5;7;1;A;0;4.559445061;141.6978308;620.3481348;402.5412802;104.9799477;397.6735869;1551178.539;1.96203618;1147
5;7;1;B;0;4.559445061;154.9210517;589.2846841;393.6511567;95.26677623;397.5545073;3782850.16;1.960614134;3651
5;7;1;C;0;4.559445061;100.3789524;491.2034455;377.2310599;85.71755725;398.2637336;185573.0992;1.969094724;262
5;7;1;D;2;4.559445061;100.3789524;491.2034455;377.2310599;85.71755725;398.2637336;185573.0992;1.969094724;0
5;7;1;E;2;4.559445061;100.3789524;491.2034455;377.2310599;85.71755725;398.2637336;185573.0992;1.969094724;0
5;7;1;F;2;4.559445061;100.3789524;491.2034455;377.2310599;85.71755725;398.2637336;185573.0992;1.969094724;0
5;7;1;G;2;4.559445061;100.3789524;491.2034455;377.2310599;85.71755725;398.2637336;185573.0992;1.969094724;0
5;7;2;A+;0;2.635352279;338.536063;577.8445436;325.6930346;90.80701754;338.3924178;27840.87719;2.003240719;57
5;7;2;A;0;2.635352279;313.6609961;534.5674791;313.3723573;83.8242708;335.4178663;1128752.244;1.960818915;2777
5;7;2;B;0;2.635352279;333.4180015;550.9287063;311.8071968;82.53572265;335.3967413;1763739.802;1.960519967;4269
5;7;2;C;0;2.635352279;348.7666792;547.9654629;318.1225052;75.58715596;335.8729852;119039.2661;1.967267522;327
5;7;2;D;2;2.635352279;348.7666792;547.9654629;318.1225052;75.58715596;335.8729852;119039.2661;1.967267522;0
5;7;2;E;2;2.635352279;348.7666792;547.9654629;318.1225052;75.58715596;335.8729852;119039.2661;1.967267522;0
5;7;2;F;2;2.635352279;348.7666792;547.9654629;318.1225052;75.58715596;335.8729852;119039.2661;1.967267522;0
5;7;2;G;2;2.635352279;348.7666792;547.9654629;318.1225052;75.58715596;335.8729852;119039.2661;1.967267522;0
5;8;0;A+;3;4.777691017;102.188739;580.5547046;380.7326548;100.1249273;364.8316771;9250367.687;1.960309102;0
5;8;0;A;0;4.777691017;102.188739;580.5547046;380.7326548;100.1249273;364.8316771;9250367.687;1.960309102;6876
5;8;0;B;0;4.777691017;118.9150439;562.2178454;350.0883125;92.78599222;365.0422604;682379.6887;1.963049622;771
5;8;0;C;2;4.777691017;118.9150439;562.2178454;350.0883125;92.78599222;365.0422604;682379.6887;1.963049622;0
5;8;0;D;2;4.777691017;118.9150439;562.2178454;350.0883125;92.78599222;365.0422604;682379.6887;1.963049622;0
5;8;0;E;2;4.777691017;118.9150439;562.2178454;350.0883125;92.78599222;365.0422604;682379.6887;1.963049622;0
5;8;0;F;2;4.777691017;118.9150439;562.2178454;350.0883125;92.78599222;365.0422604;682379.6887;1.963049622;0
5;8;0;G;2;4.777691017;118.9150439;562.2178454;350.0883125;92.78599222;365.0422604;682379.6887;1.963049622;0
5;8;1;A+;3;4.345585886;144.8189708;541.3612734;363.6867041;91.25174672;353.1418775;5684274.736;1.960482195;0
5;8;1;A;0;4.345585886;144.8189708;541.3612734;363.6867041;91.25174672;353.1418775;5684274.736;1.960482195;4580
5;8;1;B;0;4.345585886;141.8009512;509.120696;327.0417498;84.5270936;353.3212121;672586.4039;1.962893399;812
5;8;1;C;0;4.345585886;336.0536856;641.3523959;245.0752404;70.25490196;356.6882115;32947.68627;2.008559112;51
5;8;1;D;2;4.345585886;336.0536856;641.3523959;245.0752404;70.25490196;356.6882115;32947.68627;2.008559112;0
5;8;1;E;2;4.345585886;336.0536856;641.3523959;245.0752404;70.25490196;356.6882115;32947.68627;2.008559112;0
5;8;1;F;2;4.345585886;336.0536856;641.3523959;245.0752404;70.25490196;356.6882115;32947.68627;2.008559112;0
5;8;1;G;2;4.345585886;336.0536856;641.3523959;245.0752404;70.25490196;356.6882115;32947.68627;2.008559112;0
5;8;2;A+;0;2.743954687;314.4856896;556.723935;304.1962573;88.28070175;339.4318494;57017.50877;2.003240719;57
5;8;2;A;0;2.743954687;286.1232558;528.5827769;317.023893;88.36134291;336.4202071;2820297.18;1.960424547;5153
5;8;2;B;0;2.743954687;323.8678091;561.7551686;314.5686156;86.69507576;336.4513081;1060387.536;1.960863318;2640
5;8;2;C;0;2.743954687;407.3420098;603.5977047;276.1281738;71.52293578;337.1653318;97126.38532;1.970956301;218
5;8;2;D;2;2.743954687;407.3420098;603.5977047;276.1281738;71.52293578;337.1653318;97126.38532;1.970956301;0
5;8;2;E;2;2.743954687;407.3420098;603.5977047;276.1281738;71.52293578;337.1653318;97126.38532;1.970956301;0
5;8;2;F;2;2.743954687;407.3420098;603.5977047;276.1281738;71.52293578;337.1653318;97126.38532;1.970956301;0
5;8;2;G;2;2.743954687;407.3420098;603.5977047;276.1281738;71.52293578;337.1653318;97126.38532;1.970956301;0
5;9;0;A+;3;4.761205568;81.67304154;483.9399999;322.3977214;84.48846676;316.3510508;1977748.456;1.961037989;0
5;9;0;A;0;4.761205568;81.67304154;483.9399999;322.3977214;84.48846676;316.3510508;1977748.456;1.961037989;2211
5;9;0;B;0;4.761205568;93.34662291;486.1074779;305.1098364;82.49189189;317.1424443;65692.23784;1.972940542;185
5;9;0;C;2;4.761205568;93.34662291;486.1074779;305.1098364;82.49189189;317.1424443;65692.23784;1.972940542;0
5;9;0;D;2;4.761205568;93.34662291;486.1074779;305.1098364;82.49189189;317.1424443;65692.23784;1.972940542;0
5;9;0;E;2;4.761205568;93.34662291;486.1074779;305.1098364;82.49189189;317.1424443;65692.23784;1.972940542;0
5;9;0;F;2;4.761205568;93.34662291;486.1074779;305.1098364;82.49189189;317.1424443;65692.23784;1.972940542;0
5;9;0;G;2;4.761205568;93.34662291;486.1074779;305.1098364;82.49189189;317.1424443;65692.23784;1.972940542;0
5;9;1;A+;0;3.741107293;162.9609986;456.7039406;266.3145438;78.51764706;338.1800781;132891.2235;1.988609667;85
5;9;1;A;0;3.741107293;204.8492094;500.2741712;324.7843734;78.96725186;336.2178537;2719007.823;1.960765479;2962
5;9;1;B;0;3.741107293;181.4959106;494.018224;375.3875613;83.53738318;336.9529745;130551.2009;1.971163885;214
5;9;1;C;4;3.741107293;332.9168449;646.1919221;277.7875705;83.73859733;337.423794;89351.9502;1.977860722;0
5;9;1;D;4;3.741107293;484.3377793;798.3656202;180.1875797;83.93981149;337.8946135;48152.69946;1.984557559;0
5;9;1;E;0;3.741107293;635.7587136;950.5393183;82.5875889;84.14102564;338.365433;6953.448718;1.991254395;78
5;9;1;F;2;3.741107293;635.7587136;950.5393183;82.5875889;84.14102564;338.365433;6953.448718;1.991254395;0
5;9;1;G;2;3.741107293;635.7587136;950.5393183;82.5875889;84.14102564;338.365433;6953.448718;1.991254395;0
5;9;2;A+;0;2.912060037;218.3104737;468.991033;262.9816939;86.08358209;306.1074858;89203.6597;1.967091963;335
5;9;2;A;0;2.912060037;267.6801331;514.1861141;293.5154005;84.65003394;305.7008037;1084958.185;1.960769835;2946
5;9;2;B;0;2.912060037;301.5574732;539.2590605;250.6996544;81.62660944;305.9780834;164603.03;1.965078722;466
5;9;2;C;2;2.912060037;301.5574732;539.2590605;250.6996544;81.62660944;305.9780834;164603.03;1.965078722;0
5;9;2;D;2;2.912060037;301.5574732;539.2590605;250.6996544;81.62660944;305.9780834;164603.03;1.965078722;0
5;9;2;E;2;2.912060037;301.5574732;539.2590605;250.6996544;81.62660944;305.9780834;164603.03;1.965078722;0
5;9;2;F;2;2.912060037;301.5574732;539.2590605;250.6996544;81.62660944;305.9780834;164603.03;1.965078722;0
5;9;2;G;2;2.912060037;301.5574732;539.2590605;250.6996544;81.62660944;305.9780834;164603.03;1.965078722;0
5;10;0;A+;3;3.8467121;185.6594793;524.0200556;402.1651364;87.96098266;415.2832786;5276003.626;1.96045394;0
5;10;0;A;0;3.8467121;185.6594793;524.0200556;402.1651364;87.96098266;415.2832786;5276003.626;1.96045394;4844
5;10;0;B;2;3.8467121;185.6594793;524.0200556;402.1651364;87.96098266;415.2832786;5276003.626;1.96045394;0
5;10;0;C;2;3.8467121;185.6594793;524.0200556;402.1651364;87.96098266;415.2832786;5276003.626;1.96045394;0
5;10;0;D;2;3.8467121;185.6594793;524.0200556;402.1651364;87.96098266;415.2832786;5276003.626;1.96045394;0
5;10;0;E;2;3.8467121;185.6594793;524.0200556;402.1651364;87.96098266;415.2832786;5276003.626;1.96045394;0
5;10;0;F;2;3.8467121;185.6594793;524.0200556;402.1651364;87.96098266;415.2832786;5276003.626;1.96045394;0
5;10;0;G;2;3.8467121;185.6594793;524.0200556;402.1651364;87.96098266;415.2832786;5276003.626;1.96045394;0
5;10;1;A+;3;3.963275369;112.2028637;409.9618818;315.7933327;75.1295306;317.2341018;1583237.762;1.96137537;0
5;10;1;A;0;3.963275369;112.2028637;409.9618818;315.7933327;75.1295306;317.2341018;1583237.762;1.96137537;1683
5;10;1;B;2;3.963275369;112.2028637;409.9618818;315.7933327;75.1295306;317.2341018;1583237.762;1.96137537;0
5;10;1;C;2;3.963275369;112.2028637;409.9618818;315.7933327;75.1295306;317.2341018;1583237.762;1.96137537;0
5;10;1;D;2;3.963275369;112.2028637;409.9618818;315.7933327;75.1295306;317.2341018;1583237.762;1.96137537;0
5;10;1;E;2;3.963275369;112.2028637;409.9618818;315.7933327;75.1295306;317.2341018;1583237.762;1.96137537;0
5;10;1;F;2;3.963275369;112.2028637;409.9618818;315.7933327;75.1295306;317.2341018;1583237.762;1.96137537;0
5;10;1;G;2;3.963275369;112.2028637;409.9618818;315.7933327;75.1295306;317.2341018;1583237.762;1.96137537;0
5;10;2;A+;3;3.399510367;244.9627093;518.3966598;310.3513394;80.43333333;314.4133388;72734.73333;2.000995378;0
5;10;2;A;0;3.399510367;244.9627093;518.3966598;310.3513394;80.43333333;314.4133388;72734.73333;2.000995378;60
5;10;2;B;2;3.399510367;244.9627093;518.3966598;310.3513394;80.43333333;314.4133388;72734.73333;2.000995378;0
5;10;2;C;2;3.399510367;244.9627093;518.3966598;310.3513394;80.43333333;314.4133388;72734.73333;2.000995378;0
5;10;2;D;2;3.399510367;244.9627093;518.3966598;310.3513394;80.43333333;314.4133388;72734.73333;2.000995378;0
5;10;2;E;2;3.399510367;244.9627093;518.3966598;310.3513394;80.43333333;314.4133388;72734.73333;2.000995378;0
5;10;2;F;2;3.399510367;244.9627093;518.3966598;310.3513394;80.43333333;314.4133388;72734.73333;2.000995378;0
5;10;2;G;2;3.399510367;244.9627093;518.3966598;310.3513394;80.43333333;314.4133388;72734.73333;2.000995378;0
6;0;0;A+;3;7.011375013;35.9049977;565.4474008;418.5360937;75.52618454;501.3924937;616083.9751;1.965912343;0
6;0;0;A;0;7.011375013;35.9049977;565.4474008;418.5360937;75.52618454;501.3924937;616083.9751;1.965912343;401
6;0;0;B;0;7.011375013;99.56142548;665.6724465;448.3452122;80.74179743;501.1234341;1155678.265;1.963358711;701
6;0;0;C;0;7.011375013;151.1232035;781.2518058;523.6145239;89.87232906;500.8992375;3927874.487;1.961232707;1872
6;0;0;D;0;7.011375013;214.1328559;847.3857817;569.697046;90.31793687;500.8296398;8830741.076;1.96057307;3897
6;0;0;E;0;7.011375013;278.3695835;898.1428302;581.6514767;88.39539257;500.8831742;4828696.475;1.961080447;2127
6;0;0;F;0;7.011375013;293.2687741;1032.688943;596.3981935;105.4600798;501.015681;2550548.903;1.962336705;1002
6;0;0;G;0;7.011375013;307.7480359;974.4190937;631.3707632;95.08421053;501.029408;2328975.263;1.96246688;950
6;0;1;A+;3;6.742810924;80.29825096;474.2993225;364.201382;58.43276284;481.6162096;941084.802;1.962871855;0
6;0;1;A;0;6.742810924;80.29825096;474.2993225;364.201382;58.43276284;481.6162096;941084.802;1.962871855;818
6;0;1;B;0;6.742810924;140.6762058;616.6737049;424.6696584;70.59333333;481.4820004;2173935.933;1.961547811;1500
6;0;1;C;0;6.742810924;207.3365721;726.0308178;481.6069244;76.92552135;481.4409704;3038138.828;1.961143157;2014
6;0;1;D;0;6.742810924;274.1015869;777.7868302;514.8596371;74.69959473;481.3823572;5058369.719;1.960565197;3948
6;0;1;E;0;6.742810924;292.6956598;809.6314081;522.7895551;76.66472546;481.4215539;3593611.769;1.960951686;2404
6;0;1;F;0;6.742810924;340.7170949;890.2330051;527.6935325;81.49656226;481.5054695;2016345.235;1.961779298;1309
6;0;1;G;0;6.742810924;351.3599613;831.5697909;532.0622632;71.21804764;481.4021515;3651174.269;1.960760367;2981
6;0;2;A+;3;6.404424483;105.4746468;538.1106475;362.3973247;67.55267423;477.5412444;357746.5381;1.963822523;0
6;0;2;A;0;6.404424483;105.4746468;538.1106475;362.3973247;67.55267423;477.5412444;357746.5381;1.963822523;617
6;0;2;B;0;6.404424483;178.349845;638.1561228;423.3190558;71.79509713;477.2639117;947874.228;1.961062355;2162
6;0;2;C;0;6.404424483;258.1052548;731.8311693;471.2537928;73.9685378;477.2074948;1995010.627;1.960501207;4418
6;0;2;D;0;6.404424483;306.2828308;736.181995;477.5833599;67.12533896;477.2253923;1686473.859;1.960679211;3319
6;0;2;E;0;6.404424483;351.968267;764.2905191;460.9538685;64.38084379;477.2896268;924643.5964;1.961318167;1754
6;0;2;F;0;6.404424483;331.4537823;745.9217989;447.0988686;64.71588785;477.6008737;330370.815;1.964416355;535
6;0;2;G;0;6.404424483;300.3305761;701.2279434;467.4574806;62.59693878;478.3816686;147549.1582;1.972204051;196
6;1;0;A+;3;7.098998282;171.7880402;721.0523957;488.1839881;77.37209302;481.8323066;79366.09302;1.988267907;0
6;1;0;A;3;7.098998282;171.7880402;721.0523957;488.1839881;77.37209302;481.8323066;79366.09302;1.988267907;0
6;1;0;B;0;7.098998282;171.7880402;721.0523957;488.1839881;77.37209302;481.8323066;79366.09302;1.988267907;86
6;1;0;C;0;7.098998282;223.4556328;850.2510837;496.8973526;88.29350649;479.6145185;436263.8338;1.966160961;385
6;1;0;D;0;7.098998282;235.0200255;828.4172926;480.1192631;83.58887317;479.1026225;2160401.497;1.961083609;2121
6;1;0;E;0;7.098998282;309.0737624;902.0091428;499.1210118;83.52380952;479.2379875;1060872.952;1.96242533;966
6;1;0;F;0;7.098998282;312.2700857;962.2559229;515.9982423;91.56021898;479.4280478;661475.0128;1.964310309;548
6;1;0;G;0;7.098998282;350.1383912;924.3619286;528.7103324;80.8879668;479.4883012;452485.9502;1.964908164;482
6;1;1;A+;3;7.809441314;119.9707127;636.7110945;498.7229123;66.1686747;519.9330455;91241.63855;1.989318557;0
6;1;1;A;0;7.809441314;119.9707127;636.7110945;498.7229123;66.1686747;519.9330455;91241.63855;1.989318557;83
6;1;1;B;0;7.809441314;142.6529015;652.7089218;466.1735954;65.31274131;517.757377;165891.668;1.969201386;259
6;1;1;C;0;7.809441314;231.4038871;837.9011506;503.8204441;77.66205534;517.2653948;471139.2115;1.964672639;506
6;1;1;D;0;7.809441314;220.7674731;795.4045785;479.9570832;73.58235786;516.8610931;1816943.776;1.960956645;2392
6;1;1;E;0;7.809441314;292.544446;876.9582656;504.8786643;74.83426741;516.960154;929500.6934;1.961866656;1249
6;1;1;F;0;7.809441314;319.9789586;936.7556327;550.3408935;78.97833523;517.0482002;889918.5884;1.962675739;877
6;1;1;G;0;7.809441314;349.0733417;923.0025344;577.8557806;73.49170955;516.9008732;1335011.13;1.961322043;1749
6;1;2;A+;3;4.218792133;275.6225677;524.1992689;335.3423502;58.9212963;434.6653108;90007.66204;1.971059122;0
6;1;2;A;0;4.218792133;275.6225677;524.1992689;335.3423502;58.9212963;434.6653108;90007.66204;1.971059122;216
6;1;2;B;0;4.218792133;360.1623173;662.2408818;434.1256374;71.60309278;434.7811219;91632.43814;1.972331676;194
6;1;2;C;0;4.218792133;393.2124721;696.909004;421.8995895;71.98660714;434.1391693;218639.9196;1.965285234;448
6;1;2;D;0;4.218792133;415.6706069;683.3173546;428.361777;63.44155844;434.1243895;264061.9221;1.965123216;462
6;1;2;E;0;4.218792133;437.8331227;700.1660904;349.9366783;62.18200837;434.1085623;152267.1653;1.964949728;478
6;1;2;F;0;4.218792133;482.1848809;763.3013999;440.1004459;66.63436123;434.6158887;102110.652;1.970516243;227
6;1;2;G;0;4.218792133;519.1224497;783.8925358;452.4809851;62.75968992;435.3572318;45471.55039;1.97867085;129
6;2;0;A+;3;7.521188713;58.09222337;714.2668873;485.2630981;87.24347826;493.5783384;109175.1826;1.980992298;0
6;2;0;A;3;7.521188713;58.09222337;714.2668873;485.2630981;87.24347826;493.5783384;109175.1826;1.980992298;0
6;2;0;B;0;7.521188713;58.09222337;714.2668873;485.2630981;87.24347826;493.5783384;109175.1826;1.980992298;115
6;2;0;C;0;7.521188713;192.4358144;780.847782;466.3923452;78.23390558;491.67288;373971.0086;1.962515333;932
6;2;0;D;0;7.521188713;209.4107697;779.3822684;474.6797943;75.78210313;491.5330813;622619.0865;1.961164642;1978
6;2;0;E;0;7.521188713;284.8459955;856.7036096;469.9633095;76.03287671;491.6334995;432450.8164;1.962134783;1095
6;2;0;F;0;7.521188713;252.1628356;793.6510969;465.5997734;71.99503722;492.0211003;132333.9901;1.965882662;403
